393,2015-11-25 19:00:S
392,2015-11-25 15:50:S
391,2015-11-25 15:38:S
390,2015-11-25 15:30:S
389,2015-11-24 21:59:S
388,2015-11-24 21:18:S
387,2015-11-24 20:26:S
386,2015-11-24 18:44:S
385,2015-11-24 18:34:S
384,2015-11-24 16:21:S
383,2015-11-24 14:48:S
382,2015-11-24 07:19:S
381,2015-11-24 02:29:S
380,2015-11-23 23:12:S
379,2015-11-23 17:48:S
378,2015-11-23 16:54:S
377,2015-11-23 13:27:S
376,2015-11-23 11:10:S
375,2015-11-23 07:45:S
374,2015-11-23 07:28:S
373,2015-11-23 03:50:S
372,2015-11-23 03:35:S
371,2015-11-23 02:27:S
370,2015-11-23 00:54:S
369,2015-11-23 00:31:S
368,2015-11-22 23:34:S
367,2015-11-22 23:29:S
366,2015-11-22 22:31:S
365,2015-11-22 21:32:S
364,2015-11-22 20:22:S
363,2015-11-22 20:12:S
362,2015-11-22 19:56:S
361,2015-11-22 19:50:S
360,2015-11-22 19:34:S
359,2015-11-22 18:14:S
358,2015-11-22 18:00:S
357,2015-11-22 17:28:S
356,2015-11-22 15:34:S
355,2015-11-22 14:10:S
354,2015-11-22 08:45:S
353,2015-11-22 05:05:S
352,2015-11-22 03:54:S
351,2015-11-22 03:17:S
350,2015-11-22 00:18:S
349,2015-11-22 00:06:S
348,2015-11-22 00:03:S
347,2015-11-21 23:58:S
346,2015-11-21 23:53:S
345,2015-11-21 23:09:S
344,2015-11-21 21:16:S
343,2015-11-21 21:15:S
342,2015-11-21 20:08:S
341,2015-11-21 19:46:S
340,2015-11-21 19:39:S
339,2015-11-21 14:11:S
338,2015-11-21 13:24:S
337,2015-11-21 12:49:S
336,2015-11-21 12:43:S
335,2015-11-21 11:12:S
334,2015-11-21 11:08:S
333,2015-11-21 09:50:S
332,2015-11-21 09:49:S
331,2015-11-21 08:54:S
330,2015-11-21 08:50:S
329,2015-11-21 07:55:S
328,2015-11-21 07:00:S
327,2015-11-21 05:41:S
326,2015-11-21 03:39:S
325,2015-11-21 02:45:S
324,2015-11-21 01:16:S
323,2015-11-20 19:34:S
322,2015-11-20 18:36:S
321,2015-11-20 17:26:S
320,2015-11-20 17:23:S
319,2015-11-20 14:00:S
318,2015-11-20 11:06:S
317,2015-11-20 10:26:S
316,2015-11-20 10:01:S
315,2015-11-20 09:54:S
314,2015-11-20 06:10:S
313,2015-11-19 23:47:S
312,2015-11-19 18:48:S
311,2015-11-19 18:31:S
310,2015-11-19 18:05:S
309,2015-11-19 16:07:S
307,2015-11-19 13:46:S
306,2015-11-19 13:20:S
305,2015-11-19 12:46:S
304,2015-11-19 10:41:S
303,2015-11-19 08:15:S
302,2015-11-19 07:23:S
301,2015-11-19 05:30:S
300,2015-11-19 05:25:S
299,2015-11-19 05:23:S
298,2015-11-19 01:05:S
297,2015-11-18 19:20:S
296,2015-11-18 15:51:S
295,2015-11-18 13:16:S
294,2015-11-18 12:44:S
293,2015-11-18 12:41:S
292,2015-11-18 12:10:S
291,2015-11-18 12:07:S
290,2015-11-18 10:45:S
289,2015-11-18 10:32:S
288,2015-11-18 10:10:S
287,2015-11-18 10:01:S
286,2015-11-18 09:55:S
285,2015-11-18 09:35:S
284,2015-11-18 09:04:S
283,2015-11-18 08:49:S
282,2015-11-18 06:54:S
281,2015-11-18 05:46:S
280,2015-11-18 03:14:S
279,2015-11-18 03:04:S
278,2015-11-18 02:26:S
277,2015-11-18 02:11:S
276,2015-11-18 02:10:S
275,2015-11-18 00:37:S
274,2015-11-17 23:59:S
273,2015-11-17 18:05:S
272,2015-11-17 17:57:S
271,2015-11-17 16:13:S
270,2015-11-17 12:05:S
269,2015-11-17 10:24:S
268,2015-11-17 06:49:S
267,2015-11-17 03:27:S
266,2015-11-17 03:13:S
265,2015-11-17 03:00:S
264,2015-11-17 02:52:S
263,2015-11-17 01:25:S
262,2015-11-17 01:25:S
261,2015-11-16 23:44:S
260,2015-11-16 21:52:S
259,2015-11-16 21:50:S
258,2015-11-16 20:53:S
257,2015-11-16 16:25:S
256,2015-11-16 14:42:S
255,2015-11-16 08:38:S
254,2015-11-16 07:51:S
253,2015-11-16 07:47:S
252,2015-11-16 07:46:S
251,2015-11-16 07:05:S
250,2015-11-16 03:14:S
249,2015-11-16 03:04:S
248,2015-11-16 02:12:S
247,2015-11-16 01:40:S
246,2015-11-16 01:09:S
245,2015-11-16 01:03:S
244,2015-11-16 00:32:S
243,2015-11-15 23:33:S
242,2015-11-15 23:32:S
241,2015-11-15 21:42:S
240,2015-11-15 20:31:S
239,2015-11-15 19:31:S
238,2015-11-15 17:30:S
237,2015-11-15 15:57:S
236,2015-11-15 14:36:S
235,2015-11-15 13:58:S
234,2015-11-15 11:34:S
233,2015-11-15 09:28:S
232,2015-11-15 09:16:S
231,2015-11-15 05:15:S
230,2015-11-15 05:11:S
229,2015-11-15 04:36:S
228,2015-11-15 03:21:S
227,2015-11-15 01:37:S
226,2015-11-14 23:04:S
225,2015-11-14 20:03:S
224,2015-11-14 18:41:S
223,2015-11-14 16:05:S
222,2015-11-14 14:16:S
221,2015-11-14 12:38:S
220,2015-11-14 11:16:S
219,2015-11-14 10:36:S
218,2015-11-14 10:04:S
217,2015-11-14 08:09:S
216,2015-11-14 07:41:S
215,2015-11-14 07:07:S
214,2015-11-14 04:02:S
213,2015-11-14 03:18:S
212,2015-11-14 03:01:S
211,2015-11-14 02:09:S
210,2015-11-13 23:07:S
209,2015-11-13 23:04:S
208,2015-11-13 22:49:S
207,2015-11-13 21:34:S
206,2015-11-13 20:53:S
205,2015-11-13 18:47:S
204,2015-11-13 18:31:S
203,2015-11-13 17:35:S
202,2015-11-13 17:09:S
201,2015-11-13 15:36:S
200,2015-11-13 15:28:S
199,2015-11-13 14:11:S
198,2015-11-13 13:44:S
197,2015-11-13 11:33:S
196,2015-11-13 11:30:S
195,2015-11-13 10:04:S
194,2015-11-13 09:59:S
193,2015-11-13 09:41:S
192,2015-11-13 07:39:S
191,2015-11-13 06:45:S
190,2015-11-13 06:43:S
189,2015-11-13 06:24:S
188,2015-11-13 04:25:S
187,2015-11-13 03:58:S
186,2015-11-13 03:51:S
185,2015-11-13 02:32:S
184,2015-11-13 02:10:S
183,2015-11-13 00:36:S
182,2015-11-12 23:18:S
181,2015-11-12 18:33:S
180,2015-11-12 17:10:S
179,2015-11-12 15:17:S
178,2015-11-12 14:16:S
177,2015-11-12 12:45:S
176,2015-11-12 12:24:S
175,2015-11-12 10:52:S
174,2015-11-12 09:05:S
173,2015-11-12 08:04:S
172,2015-11-12 05:34:S
171,2015-11-11 23:26:S
170,2015-11-11 22:33:S
169,2015-11-11 22:11:S
168,2015-11-11 22:05:S
167,2015-11-11 21:39:S
166,2015-11-11 20:21:S
165,2015-11-11 15:18:S
164,2015-11-11 14:42:S
163,2015-11-11 14:04:S
162,2015-11-11 12:11:S
161,2015-11-11 11:40:S
160,2015-11-11 10:58:S
159,2015-11-11 10:31:S
158,2015-11-11 10:16:S
157,2015-11-11 08:39:S
156,2015-11-11 08:02:S
155,2015-11-11 07:58:S
154,2015-11-11 07:57:S
153,2015-11-11 05:23:S
152,2015-11-11 03:37:S
151,2015-11-11 03:21:S
150,2015-11-11 03:07:S
149,2015-11-11 00:15:S
148,2015-11-10 21:50:S
147,2015-11-10 21:38:S
146,2015-11-10 21:35:S
145,2015-11-10 19:05:S
144,2015-11-10 18:54:S
143,2015-11-10 16:39:S
142,2015-11-10 16:16:S
141,2015-11-10 16:09:S
140,2015-11-10 16:05:S
139,2015-11-10 15:53:S
138,2015-11-10 15:49:S
137,2015-11-10 15:47:S
136,2015-11-10 15:33:S
135,2015-11-10 15:22:S
134,2015-11-10 14:12:S
133,2015-11-10 12:23:S
132,2015-11-10 05:08:S
131,2015-11-10 04:28:S
130,2015-11-09 22:16:S
129,2015-11-09 21:36:S
128,2015-11-09 21:30:S
127,2015-11-09 21:26:S
126,2015-11-09 21:00:S
125,2015-11-09 19:07:S
124,2015-11-09 18:07:S
123,2015-11-09 16:42:S
122,2015-11-09 16:41:S
121,2015-11-09 15:32:S
120,2015-11-09 15:10:S
119,2015-11-09 15:05:S
118,2015-11-09 14:20:S
117,2015-11-09 13:20:S
116,2015-11-09 10:56:S
115,2015-11-09 09:43:S
114,2015-11-09 09:30:S
113,2015-11-09 09:27:S
112,2015-11-09 02:51:S
111,2015-11-09 01:48:S
110,2015-11-08 18:20:S
109,2015-11-08 16:48:S
108,2015-11-08 16:40:S
107,2015-11-08 14:57:S
106,2015-11-08 10:41:S
105,2015-11-08 09:19:S
104,2015-11-08 03:52:S
103,2015-11-08 03:27:S
102,2015-11-08 00:07:S
101,2015-11-07 22:30:S
100,2015-11-07 20:01:S
99,2015-11-07 18:23:S
98,2015-11-07 16:12:S
97,2015-11-07 15:45:S
96,2015-11-07 15:33:S
95,2015-11-07 14:52:S
94,2015-11-07 14:11:S
93,2015-11-07 14:08:S
92,2015-11-07 13:45:S
91,2015-11-07 11:49:S
90,2015-11-07 10:30:S
89,2015-11-07 04:06:S
88,2015-11-07 03:30:S
87,2015-11-07 01:39:S
86,2015-11-06 22:07:S
85,2015-11-06 20:55:S
84,2015-11-06 18:58:S
83,2015-11-06 18:57:S
82,2015-11-06 17:40:S
81,2015-11-06 17:28:S
80,2015-11-06 14:56:S
79,2015-11-06 14:05:S
78,2015-11-06 12:41:S
77,2015-11-06 12:34:S
76,2015-11-06 12:32:S
75,2015-11-06 12:26:S
74,2015-11-06 12:23:S
73,2015-11-06 12:22:S
72,2015-11-06 12:20:S
71,2015-11-06 12:19:S
70,2015-11-06 11:29:S
69,2015-11-06 11:28:S
68,2015-11-06 11:10:S
67,2015-11-06 08:37:S
66,2015-11-06 00:08:S
65,2015-11-05 23:18:S
64,2015-11-05 18:00:S
63,2015-11-05 16:05:S
62,2015-11-05 15:43:S
61,2015-11-05 15:38:S
60,2015-11-05 15:27:S
59,2015-11-05 14:53:S
58,2015-11-05 14:38:S
57,2015-11-05 11:58:S
56,2015-11-05 10:53:S
55,2015-11-05 03:28:S
54,2015-11-05 03:16:S
53,2015-11-05 00:38:S
52,2015-11-05 00:03:S
51,2015-11-04 23:59:S
50,2015-11-04 22:43:S
49,2015-11-04 20:49:S
48,2015-11-04 18:28:S
47,2015-11-04 17:02:S
46,2015-11-04 16:35:S
45,2015-11-04 15:08:S
44,2015-11-04 12:12:S
43,2015-11-04 11:46:S
42,2015-11-04 10:36:S
41,2015-11-04 10:12:S
40,2015-11-04 10:01:S
39,2015-11-04 09:20:S
38,2015-11-04 06:54:S
37,2015-11-04 06:52:S
36,2015-11-04 05:59:S
35,2015-11-04 00:03:S
34,2015-11-03 23:56:S
33,2015-11-03 21:16:S
32,2015-11-03 21:14:S
31,2015-11-03 20:37:S
30,2015-11-03 18:31:S
29,2015-11-03 18:22:S
28,2015-11-03 18:11:S
27,2015-11-03 14:01:S
26,2015-11-03 13:53:S
25,2015-11-03 11:50:S
24,2015-11-03 09:40:S
23,2015-11-03 08:55:S
22,2015-11-03 07:14:S
21,2015-11-03 03:24:S
20,2015-11-03 00:10:S
19,2015-11-02 22:52:S
18,2015-11-02 18:31:S
17,2015-11-02 15:27:S
16,2015-11-02 15:05:S
15,2015-11-02 12:38:S
14,2015-11-02 10:02:S
13,2015-11-01 22:13:S
12,2015-11-01 17:13:S
11,2015-11-01 16:05:S
10,2015-11-01 10:40:S
9,2015-11-01 09:48:S
8,2015-11-01 00:20:S
7,2015-10-31 01:53:S
6,2015-10-30 20:07:S
5,2015-10-30 20:05:S
4,2015-10-29 23:05:S
3,2015-10-20 16:55:S
2,2015-09-25 03:41:S
1,2015-09-15 17:06:S
